"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Calr3",10.4633413396384,1.78527203608586,0.734090860029857,2.43194968537444,0.0150177933254647,0.144337680294744
"Syngap1",22.9109465140223,1.35938524504623,0.559108561107621,2.43134399937147,0.0150429247049577,0.144482512266546
"Wfdc17",62.545713854625,-1.27779134098375,0.525721116605966,-2.43054977367681,0.0150759351842343,0.144702776277019
"Itih5",6.16156556458929,2.5443590641202,1.04747665265748,2.42903654001748,0.015139006485909,0.145211084923959
"Arl1",145.421269767175,0.51337350132836,0.211405629115226,2.42838141764214,0.0151663838661498,0.145376572719656
"Fam131a",17.5457100610608,1.81497397807783,0.747875698338187,2.42683908851535,0.0152310095771546,0.145898643441203
"Abhd15",2.4225389375417,3.55803882533088,1.46720174437912,2.42505084182309,0.0153062430108027,0.146521562261411
"Chtf8",90.1327988004115,0.466464047257929,0.192437956010165,2.42397111738855,0.0153518263952315,0.146844870622772
"Rnf32",5.7118093664334,1.36232915309396,0.562071077846765,2.42376668501234,0.0153604704836969,0.146844870622772
"BC051226",11.6721858240677,1.32470467795674,0.546835252053482,2.42249319695867,0.0154144143792251,0.14704659961034
"Ccdc80",22.8827072370353,-1.2690878727553,0.523924650987782,-2.42227173385071,0.0154238123733271,0.14704659961034
"Fam129b",86.9437213212806,-1.15868390950251,0.478365206119526,-2.42217430256204,0.0154279485583555,0.14704659961034
"Akr1c14",22.3303475068458,2.3336262142536,0.963448072585261,2.42216086227843,0.0154285192063027,0.14704659961034
"Rps24-ps3",27.1488160219634,-0.806833529067775,0.333118634858488,-2.42206062537007,0.0154327756537908,0.14704659961034
"4930579G24Rik",16.3282322721295,1.08630859472431,0.44860521957443,2.421524644218,0.0154555530333533,0.147092066285502
"E130307A14Rik",13.254014615018,1.2591092278199,0.519978014950556,2.42146627668408,0.0154580352409515,0.147092066285502
"S1pr2",10.2282253698349,-1.43015746552725,0.590849824088805,-2.4205092516238,0.0154987849024625,0.14738215391686
"Tbxas1",6.53094248660238,-1.25208732703826,0.517594336606295,-2.41905144335196,0.0155610393522537,0.147808404783344
"Tbc1d19",27.1782225773004,0.882178825572414,0.36469467161263,2.41895178142182,0.0155653033536271,0.147808404783344
"Eif2b5",42.6669564268739,-0.620253029881809,0.256436726611814,-2.41873712114852,0.0155744910117139,0.147808404783344
"Morn2",23.359556083742,0.790667024652581,0.327008588064894,2.41787847019992,0.0156112898027433,0.147936116922244
"Trpv6",18.2532442960898,-3.48374720130874,1.44115630128326,-2.41732780698852,0.0156349295530791,0.147936116922244
"Traf3ip2",33.9919379645478,1.00239371925389,0.414698722007304,2.41716134161666,0.0156420820412917,0.147936116922244
"Gigyf1",31.2603570941967,0.796558090561836,0.329559763497642,2.41703684366048,0.0156474332043866,0.147936116922244
"Ubfd1",29.6207486197638,0.798184313337208,0.330239457573549,2.41698650791734,0.0156495971892181,0.147936116922244
"Ep300",22.0895117636978,0.711498531791835,0.29437469830947,2.41698262750779,0.0156497640229047,0.147936116922244
"Il10rb",55.5805293406766,-0.632017146917746,0.261553941436604,-2.41639312887562,0.0156751270114326,0.148078387340238
"Il13ra1",51.4269748053603,-1.3283237638035,0.549772471910424,-2.41613364013599,0.0156863028882338,0.148086537259796
"Tmem231",7.5666568454805,1.08444822524687,0.448965719306491,2.4154365881698,0.0157163588143875,0.148272796462411
"Myo3b",1.41936689389615,-3.50161245504321,1.44976391409969,-2.41529839513058,0.0157223235225773,NA
"Prps2",27.0143763650617,1.21828645867595,0.504466595914581,2.41499926564462,0.0157352414138645,0.148353467801498
"Csf1r",28.8020895785114,-1.16043778994843,0.480822741564,-2.41344198107977,0.015802643599559,0.148891180738889
"Rtn2",11.8698843804537,1.50454052203413,0.623525323645342,2.41295816702051,0.01582363561301,0.148963902211749
"Tex10",30.0403317546072,0.6651605865792,0.275681547853957,2.41278602705601,0.0158311104377136,0.148963902211749
"Upk1a",3.71041786653616,-2.13264924996907,0.884083149961797,-2.41227225070541,0.0158534385903564,0.149076309573626
"Rab11a",262.255768809204,-0.92889436614212,0.385312433597155,-2.41075627243652,0.0159194828305334,0.149590018115071
"AI662270",11.278814642399,-1.51871375337808,0.630082383148577,-2.4103415584942,0.0159375921126662,0.149590018115071
"Hspa4",135.189130698793,-0.696458445326504,0.288950702845933,-2.4103019597009,0.0159393222171502,0.149590018115071
"Tprkb",42.2573487705163,0.713021178892168,0.295886120495186,2.40978244501255,0.0159620355494261,0.149705335371789
"Scpep1",92.9007671365447,-0.90877320229387,0.377346308817792,-2.40832673079806,0.0160258314539559,0.150205557341614
"Prepl",24.803823153387,0.650903696677787,0.270353076826868,2.40760602511885,0.0160574988790994,0.150404192045002
"Nup210",19.970575245475,1.76180669734235,0.732219590589228,2.40611794601753,0.0161230583808709,0.150919814400864
"Mamstr",20.0769345177484,1.82978463747648,0.760822444872009,2.40500875047699,0.0161720785424768,0.151232644468596
"Ogg1",20.8521441012003,0.837396162811985,0.348206281705018,2.40488528441133,0.0161775431369708,0.151232644468596
"Tnfrsf11a",5.55030445561309,-1.63355638172691,0.679658293566373,-2.40349657642688,0.0162391190703796,0.151549782997832
"2210407C18Rik",34.9094891248908,-2.94981684327592,1.2273886888634,-2.40332738116362,0.0162466353218199,0.151549782997832
"Il4i1",3.18510526693729,-3.1736975117849,1.32063594866858,-2.40315850479803,0.0162541404550281,0.151549782997832
"Ndufa4l2",24.8335117921427,-1.89523847830943,0.788717381862613,-2.40293737895529,0.0162639722440645,0.151549782997832
"Tecr",204.573537514171,0.459464179072094,0.191209863518483,2.40293136879773,0.01626423954312,0.151549782997832
"Bbx",13.6090621484864,1.05061423289508,0.437368206322567,2.40212758428132,0.0163000222973469,0.151718205035595
"BB114814",4.01823108066649,3.84373086093175,1.60028066503665,2.4019104554036,0.0163097002662451,0.151718205035595
"Gpr182",2.43347047532906,3.00129377771529,1.24959472384075,2.4018137404506,0.0163140127150191,0.151718205035595
"Lrp3",5.12086885140059,1.93956408842381,0.807693159950182,2.40136252799694,0.0163341451904754,0.151807113779959
"Smagp",23.0967242503899,-1.67856494632998,0.699205922200612,-2.40067323950437,0.0163649424342466,0.151945721642601
"C87436",17.975619629151,0.784940141072017,0.32698275445527,2.40055516805366,0.0163702229529287,0.151945721642601
"Cd1d1",13.0203165048193,1.22357276214887,0.509860145756939,2.39982036707802,0.0164031191735283,0.152078765451368
"Orc6",95.0405206600854,0.604064932422592,0.251718694257783,2.39976190168845,0.0164057390963277,0.152078765451368
"Cebpb",22.8947811549553,-1.4105773050028,0.587905324350294,-2.39932731781543,0.0164252249836637,0.152161164864791
"Rhot2",39.5709035841669,0.779038771213046,0.324811164145451,2.39843594435132,0.0164652560477985,0.152433663178812
"Apbb1ip",5.39198405858565,-1.61540971610115,0.673813441434259,-2.39741390831065,0.016511260533773,0.152761076033793
"Piezo2",10.2139878016425,-1.78054431648622,0.742937632799623,-2.39662690093725,0.0165467626737995,0.152990962803018
"Myo1c",55.2465998907258,-0.902646454273738,0.376718858653831,-2.39607450898333,0.0165717212678254,0.153123131071239
"Tmem47",13.1915237704623,1.80285660000866,0.752689194158456,2.39522051598514,0.0166103720991653,0.153272816348772
"Rpl28",1146.72475080932,-0.816236669247995,0.340804069797089,-2.39503204798573,0.0166189126194491,0.153272816348772
"Arl6ip1",174.420639959479,0.66117055373637,0.276061790284862,2.39500929503545,0.0166199439414331,0.153272816348772
"Naip5",2.9713472881976,-2.72558176180477,1.1382168570002,-2.39460674391005,0.0166381996542602,0.153342688597896
"Irf2bpl",23.3962743713555,-0.688222199881244,0.287459670736727,-2.39415218878324,0.0166588349164882,0.153434387790798
"Coro2b",11.4428398123094,1.89123239662245,0.790053830200365,2.39380194656206,0.016674750051546,0.153482523070608
"Akap7",10.2335578802394,1.04384784338146,0.436190888250888,2.39309869027127,0.0167067465964136,0.153678522983922
"Rmnd5a",38.3985747514128,0.668322531138455,0.279427811648669,2.39175380287039,0.016768086028637,0.154144012346478
"Pros1",18.2667245329569,-1.39481779480946,0.583331878682673,-2.39112218238329,0.016796961994214,0.154310670041535
"Tceal8",78.4005457162409,1.56305715818522,0.654142104833405,2.38947645570575,0.0168724052712908,0.154904646605157
"Rhod",21.0529797299018,-1.07257151085192,0.448984004617178,-2.38888579508848,0.0168995547295245,0.154995832161679
"Gm38102",8.34778137509506,1.08268348691532,0.453234958620953,2.38879077247169,0.0169039259812793,0.154995832161679
"Gm6204",18.2869189033143,-0.747500147792002,0.312971587531913,-2.38839619176543,0.0169220881895108,0.155020162503171
"Baz2b",38.0656616184033,0.692960128663674,0.290162401441386,2.38818029221355,0.016932033106398,0.155020162503171
"Prim1",62.3299153754107,1.06173866075288,0.444608628524533,2.38802981461773,0.0169389675442214,0.155020162503171
"Mfap4",17.2746686422573,-2.48584860253388,1.04125945149339,-2.38734793616389,0.0169704216988596,0.155209098836895
"1810064F22Rik",1.25562136173092,-3.88930343935451,1.62930476495296,-2.38709388385469,0.0169821538966608,NA
"Chst7",2.37429370720133,-2.33177591748394,0.976902218827608,-2.38690820078424,0.016990733287937,0.15529595116581
"2700029M09Rik",60.9775274642796,0.740217171782138,0.310317492358683,2.38535432261921,0.0170626786555256,0.155780825609592
"Mrpl48",67.9220835377653,0.502728385114522,0.21076160939139,2.38529391840495,0.0170654807914122,0.155780825609592
"Tfec",2.76035806191293,-2.0263942723898,0.849677955472828,-2.38489684160648,0.0170839111347593,0.15584998728336
"Fam189a2",4.88534013172336,2.42361315299424,1.01683087298719,2.38349682073902,0.0171490325976423,0.15626874583788
"Exosc10",59.3976443266671,0.618278565408771,0.259405737128654,2.3834421406884,0.0171515804332125,0.15626874583788
"Fktn",9.53503923937389,1.12240450110843,0.471058923362723,2.38272633303704,0.0171849643748405,0.156458796503436
"Ube2g2",56.2673428374621,0.707842019528561,0.297097062388958,2.38252783059113,0.0171942322503253,0.156458796503436
"Irak4",7.69132334357885,-1.26435301360398,0.531065046184091,-2.38078748109831,0.0172756752896709,0.157100330262435
"Nmt1",64.753711468767,-0.590010481428742,0.248019029449467,-2.3788919855803,0.0173647634404496,0.157810530532541
"Cfap43",16.7207025988164,-1.26741470219818,0.532984615384847,-2.3779573849107,0.0174088377107321,0.157918179937241
"Cst7",1.79056365513057,-3.28483046235063,1.38145778559925,-2.37780010116323,0.0174162645953767,0.157918179937241
"Nek1",8.4288542926307,0.967442314744074,0.406879803397905,2.37771033770868,0.0174205044400492,0.157918179937241
"Limch1",22.9912420463874,1.91605330771162,0.805840353805164,2.37770831240214,0.0174206001128623,0.157918179937241
"Phf13",22.902338804768,0.776479466564733,0.326688500391086,2.37681909719869,0.017462650000713,0.158199489817185
"Simc1",10.3695797301021,1.10807537119177,0.466327966576134,2.37617181600208,0.0174933150705667,0.158314390972754
"2700060E02Rik",109.42535987765,-0.613521241075185,0.258206664575332,-2.37608600104971,0.0174973841126652,0.158314390972754
"Il1f8",1.09733863414135,-3.71065993545091,1.56168672155586,-2.37605909317977,0.0174986601597441,NA
"Psma3",345.786019366341,-0.511402721961793,0.215278611015389,-2.37553893324421,0.0175233436487,0.158449427866299
"Arrdc1",76.1027141989378,-1.13121523643609,0.476395758074085,-2.37452835644303,0.0175713864820702,0.15878385053244
"Lcp2",7.41573167270737,-1.27458901866105,0.537224913079496,-2.37254264951119,0.0176661234490988,0.159539538745667
"Fth1",1831.02849879928,-0.843828409961091,0.355845561747362,-2.37133324304373,0.0177240426594346,0.159961991544199
"Gm19918",30.1953311307852,-0.824217789329994,0.347642079200191,-2.37088039292092,0.0177457727102277,0.160057506498844
"Atp5o",405.280140350535,-0.534080721927623,0.225319041302498,-2.37033105964002,0.0177721638483614,0.160126755124705
"Cdk1",213.482263347923,0.824279161141472,0.347759493070638,2.37025639145972,0.0177757537202299,0.160126755124705
"1700016C15Rik",2.72556228424385,-3.39835811885086,1.43493146134646,-2.36830692642423,0.0178697045785134,0.160855015967645
"Edf1",263.186783171107,-0.433142565463702,0.182913954222787,-2.36801269375074,0.0178839222986231,0.160855015967645
"Slit2",15.9402505802894,-1.70051508128093,0.718203187584619,-2.36773535773339,0.0178973326217273,0.160855015967645
"Igkv8-28",5.44928749149219,-3.41102833343666,1.440704419646,-2.36761148707713,0.017903325116765,0.160855015967645
"Gna11",41.0270011880361,0.582936018585016,0.24623265437723,2.36741962620423,0.0179126102466929,0.160855015967645
"Bend5",10.498368407559,1.99036279986704,0.840880403453093,2.36699867388224,0.0179329970680288,0.160937440562391
"Nfkbib",21.8990480930337,-0.769214041264519,0.325049418425687,-2.36645259970024,0.0179594738557897,0.161074381695992
"Parpbp",6.94662154387557,1.26862017965216,0.536245469882366,2.36574526201676,0.0179938205181557,0.161281690899
"Limd2",73.4817551420122,-0.974744623439806,0.412414906250797,-2.36350483133858,0.0181029906158712,0.161989704247285
"Plscr2",12.3507106364353,-1.57991973427954,0.668502698740792,-2.36337076462894,0.018109541677043,0.161989704247285
"Mturn",6.71839460148423,1.30086146239839,0.550463698864481,2.36321026269645,0.0181173872044255,0.161989704247285
"Hsd17b11",107.444210639755,1.01996535786308,0.43160366733931,2.36319900651174,0.0181179375319409,0.161989704247285
"Obp2a",13.1171528103941,3.07824742657073,1.30303825807572,2.36236150972004,0.0181589247777347,0.162255134339448
"Endod1",21.6081910177358,-1.46085154627963,0.619137762178977,-2.35949353361737,0.0182998997965197,0.163413097747653
"Thg1l",8.18157071274011,-0.956794541989285,0.405662409507808,-2.35859798582316,0.0183441162045806,0.163603167059
"Ccbl2",7.1188805363554,1.57873428043039,0.669403687565125,2.3584188580927,0.0183529715988434,0.163603167059
"Fgf18",4.12161586172465,-2.50492276264031,1.06214135236168,-2.35837043447239,0.0183553661210425,0.163603167059
"Zbtb42",5.56254583648585,-1.54448357169538,0.655154516073459,-2.35743406143629,0.0184017230720427,0.163914603964926
"Gm20554",3.03810997575441,2.56687902894626,1.08905333417233,2.35698192953705,0.0184241433960424,0.164012569760554
"Reep1",2.63870916299473,2.3426682557268,0.994203003829682,2.35632787941981,0.0184566187525208,0.164194287041223
"Slc14a1",69.7741741646033,2.24136154151243,0.951297317222453,2.35611044090467,0.0184674262533307,0.164194287041223
"Ctss",236.574561388175,-1.2955421184868,0.549973528194916,-2.35564450299805,0.0184906037476346,0.164298625750177
"Pigyl",55.4159406053338,-1.17012503041922,0.496829613021466,-2.35518374861577,0.0185135484240073,0.164400767977935
"Mcc",5.33802209991923,-1.50015526881481,0.63712992047821,-2.35455159237984,0.0185450691224229,0.164510583347461
"Tlr2",9.64699219851769,-1.39854045937281,0.593996026777032,-2.35446096661819,0.0185495917685841,0.164510583347461
"Nlrp10",7.08363774519395,-3.13382616357377,1.33113751150332,-2.3542467524896,0.018560285885012,0.164510583347461
"Gjb4",7.13100075726827,-2.8353484626646,1.20543058413841,-2.35214578091296,0.0186654580127089,0.165340722766494
"Alg2",25.7413777353359,0.901024032650412,0.383123070703457,2.35178745825991,0.0186834471668358,0.1653980381434
"Btg3",36.3179593152349,-1.3903253901215,0.591244556855134,-2.35152336541874,0.0186967153348605,0.165413515399422
"Arhgef39",30.3245394613543,1.17882290272969,0.501351404481476,2.3512907158381,0.0187084106049939,0.165415066426791
"Klhdc8a",4.54998888323808,-2.06670122935938,0.879138657024962,-2.35082510915078,0.0187318358267192,0.165520265006683
"Slc25a12",26.3218429382084,0.874107142109263,0.371886998151124,2.35046437884352,0.0187500022301617,0.165578894233021
"Med7",35.8180056496335,-0.506546315922864,0.215583706350962,-2.34965027968406,0.018791056967073,0.165839451131039
"Tmem79",9.66616317417303,-1.69634721024967,0.722143833720633,-2.34904340525868,0.0188217125659112,0.166007967281277
"Rab28",49.0385352650566,0.673080865940182,0.286580064494028,2.34866604251954,0.0188407966809345,0.16607427841715
"Psrc1",23.8373313253272,1.03421849538052,0.440404243519891,2.34833907846714,0.0188573456988975,0.166118176006423
"Gldc",2.4845699305779,-2.15100989486261,0.916239210631425,-2.34765099539916,0.0188922139937249,0.166200828603169
"Arf6",48.4752062042372,-0.787721995791002,0.33555308687266,-2.34753315230247,0.0188981912905386,0.166200828603169
"Stfa2l1",7.09757755134751,-2.11186593363508,0.899635328787479,-2.34746887550696,0.018901452267496,0.166200828603169
"Tceanc2",12.8181997939683,-0.848429606774421,0.361503995064509,-2.34694392968748,0.0189281029512532,0.166333311063063
"Ddhd2",17.6870114719685,0.898264359764761,0.382816818175523,2.34646002243533,0.0189526992720256,0.166351751724826
"Smg1",39.8422744005654,0.777217551361623,0.331231695432754,2.34644679865612,0.018953371810141,0.166351751724826
"Pold1",44.2084790177274,0.681674269980607,0.290552151705766,2.34613395901098,0.0189692883711212,0.166359306762889
"Hmgcs2",33.2274092277523,2.45309455164311,1.04566120212714,2.34597453424961,0.0189774040307551,0.166359306762889
"Miip",35.1565810614195,0.564169631994687,0.240588540887811,2.34495637204004,0.0190293061317877,0.166712511742733
"Gal3st1",2.82357120555483,-3.53347314098234,1.50795370132186,-2.34322389201003,0.0191179067770324,0.167386599641103
"Cyp51",32.7536575674552,-1.09521911490692,0.467548648189626,-2.34247092606871,0.0191565264480496,0.167474729071873
"Caml",34.5624941291446,0.713634308509112,0.304663348061622,2.34237007191548,0.0191617044393333,0.167474729071873
"Dcbld1",3.91774371388177,-1.57400854271633,0.671985111393604,-2.34232651293725,0.019163941195614,0.167474729071873
"Gjb1",1.85111169568863,-4.43983608346782,1.89564963930111,-2.34211849669895,0.0191746259902611,0.167474729071873
"Stk16",106.614190480143,0.521478607443797,0.222683157874549,2.34179635505968,0.0191911831346994,0.167517445976383
"Zfp871",13.093624493723,0.84785404235459,0.362112901916911,2.34140799144775,0.0192111605090671,0.167535862754261
"Gm5483",11.4071736528454,-2.31493762923585,0.988739542613622,-2.34130175790944,0.0192166283136895,0.167535862754261
"Armcx6",8.51570179839526,1.39601913008197,0.59666696086651,2.33969571241987,0.019299456811848,0.168052088187102
"Fam20c",30.2932894525946,-0.663152439577432,0.283446201435384,-2.33960602124565,0.0193040916344815,0.168052088187102
"Cdkn1b",67.7585493286619,0.891550970462452,0.381090463547213,2.33947331603064,0.0193109510069446,0.168052088187102
"Thap3",24.3059679958102,0.675327067171636,0.28872702449485,2.33898114786163,0.0193364091877158,0.168171713825809
"Vamp8",282.528520475717,-0.834625827653259,0.356885655291115,-2.33863652203238,0.0193542529601095,0.168225011049765
"Mier1",28.4756941999257,0.6612208795896,0.282768533505553,2.33838210847677,0.0193674350207819,0.168237749221662
"Dpep1",0.985182870662588,-3.50520391128512,1.49963969291535,-2.33736405340864,0.0194202625720523,NA
"Ifnar1",34.6510466019302,-0.577198869016161,0.247007045631239,-2.33677087040615,0.0194511012447043,0.168862371688458
"Tmem119",21.0111639220992,-1.91302201097887,0.819083822816728,-2.33556317154479,0.0195140199061324,0.16920830905961
"Zfp276",18.1562015765923,0.695292352814641,0.297699159589021,2.33555362996155,0.019514517710336,0.16920830905961
"Tbk1",27.4546802630269,0.60541186894762,0.259273181323191,2.33503467600437,0.0195416093307861,0.169256364356963
"Zfp808",4.78562134678303,1.55148192022985,0.664452712363582,2.33497717950604,0.0195446129151219,0.169256364356963
"Ltb",6.09042606813317,-1.91997605249516,0.822506866445028,-2.33429790172271,0.0195801285372741,0.169256364356963
"Tax1bp3",109.56540467742,-0.821729266764645,0.352031809831175,-2.33424720100926,0.0195827816523721,0.169256364356963
"Tgtp1",48.5699285738601,-2.94010972750346,1.25960476553394,-2.33415259131475,0.0195877333180533,0.169256364356963
"Prkce",5.97261414401442,1.33231858046192,0.57080752070227,2.33409429998882,0.0195907847037588,0.169256364356963
"Picalm",213.112511623061,-0.491476162924177,0.210645519359153,-2.33319068176429,0.0196381396897186,0.16956346831309
"Nradd",23.6110968386301,-0.990767150357419,0.424911179370301,-2.33170412655579,0.0197162615869082,0.169961236785619
"Zdhhc12",22.8366003502396,-0.789948995824634,0.338808438395799,-2.3315505350602,0.0197243486213967,0.169961236785619
"Dnajc15",61.6463352019001,-0.641142876881288,0.27499269141427,-2.33149060647368,0.0197275048195607,0.169961236785619
"Eif3m",186.281797114913,-0.718245600827109,0.308118086973645,-2.3310725049664,0.0197495368225371,0.169961236785619
"Mmp14",167.315666408207,-1.4927251808221,0.640427400015762,-2.33082653987847,0.0197625080732818,0.169961236785619
"Dera",17.9893154398139,-0.884836992758942,0.379625196284888,-2.33081734673618,0.0197629930283598,0.169961236785619
"Slc35a1",39.5823369869315,0.853546670324096,0.366212705139852,2.33074019099948,0.0197670635442569,0.169961236785619
"Ppargc1a",5.16252055697498,1.98917326545028,0.853544090960964,2.33048683309467,0.0197804351317637,0.169974427323156
"Slc19a2",22.556698080332,1.23322977245094,0.529615751969512,2.32853680779859,0.0198836171206721,0.17066921372022
"Zfp414",44.7641837944056,0.75259860776103,0.323210441075967,2.32850957801867,0.0198850612545392,0.17066921372022
"Gm266",2.73334994673962,-2.29196800433985,0.984499049874985,-2.32805506986614,0.0199091796596422,0.170774140222702
"Homer3",50.2966827578973,0.859973262729301,0.369496462048348,2.3274194777453,0.0199429500823632,0.170961683720987
"Acbd6",55.0569547817765,-0.458000278926992,0.196829595019577,-2.3268872695767,0.0199712659401732,0.17110227185856
"Steap3",8.04372863127348,-1.74082774001919,0.748259196076883,-2.32650363556684,0.0199916987474449,0.171128328319902
"Gm43110",58.9941390446626,-0.5580435098417,0.23987605588292,-2.32638271372142,0.0199981429710144,0.171128328319902
"Ifi204",17.9722673372742,-1.86343723140138,0.801150899945034,-2.32595036906185,0.0200211985178889,0.171223579224757
"AA415398",5.78000871899398,1.14295471560076,0.491444937856199,2.325702489859,0.0200344275777023,0.171234729516802
"Plcb3",23.2996625928199,-1.08556304788473,0.46682003231358,-2.32544229626273,0.0200483220507292,0.171246716681988
"E2f2",7.47690603821607,2.03988178293454,0.877361192401641,2.32501938836692,0.0200709234961318,0.171246716681988
"Gpr107",35.7598395387067,-0.570672727301717,0.245470573668401,-2.32481115260936,0.0200820603974257,0.171246716681988
"Csgalnact2",17.3569363455504,0.72152920898222,0.310373870203409,2.32470990070573,0.0200874775179363,0.171246716681988
"2510016D11Rik",18.1364801077029,1.92160288470285,0.826652045414854,2.32456073309357,0.020095460520172,0.171246716681988
"Itgav",68.089226016872,-1.15487839820073,0.496927376256845,-2.32403858869673,0.0201234259308185,0.171383317283881
"Smc4",111.716518481794,0.842648845398757,0.362707768611583,2.32321697609166,0.020167499256346,0.171555486568327
"Tob2",21.6326543943281,1.03083843726617,0.44371178343031,2.3232162763333,0.0201675368289808,0.171555486568327
"Gcnt2",27.2809822793357,-0.975689813008417,0.420113989422121,-2.32244066509308,0.0202092198602049,0.171708665739547
"Gramd1b",18.2966277634397,1.0102591416423,0.435008874185024,2.3223874306817,0.0202120835477925,0.171708665739547
"Mapk3",259.899335313905,0.685444936989229,0.295168729257902,2.32221393747414,0.0202214188847116,0.171708665739547
"Rab10",71.361865671058,-0.637724511402513,0.274743105516877,-2.32116656832118,0.0202778557600645,0.172086129349152
"Kansl1l",13.8398117374702,0.869277002600238,0.374598749040038,2.32055500673156,0.0203108729055646,0.172264515092145
"Mcm3",115.814460612868,0.676254651751157,0.291516766846675,2.31977961016162,0.0203528026383877,0.172518236767774
"Slc25a23",53.4790018929915,1.14326957222717,0.493074717100947,2.31865381163543,0.0204138148275441,0.17293331392844
"Zbtb49",9.50837781966058,1.08374819366611,0.467566154636195,2.31784996180776,0.0204574767040514,0.173112375913236
"Cdkn2aipnl",49.9046890282214,-0.731345170457961,0.315531374028464,-2.31782076413101,0.020459064135717,0.173112375913236
"Ethe1",21.3438900225508,-1.0162615838553,0.438674660790563,-2.3166635201218,0.0205220682431557,0.173472153149315
"Hmcn1",5.04995283616782,-3.27096656044199,1.41197104412713,-2.31659606197099,0.0205257460965726,0.173472153149315
"Mtss1l",14.6717417605249,1.31175876398961,0.566299720540018,2.31636837598778,0.0205381638991462,0.173474997310495
"Lrrc15",1.78285634106777,-4.39576402517319,1.89795604237572,-2.31605154546725,0.0205554544709394,0.173518971633286
"Fastkd1",7.51796550011148,1.69737908029027,0.733052818148664,2.315493560992,0.0205859365391945,0.173674184939068
"Acadsb",59.1785705200334,1.01976758130348,0.440564747437649,2.31468265955119,0.0206303054406515,0.173946304064776
"4930430F08Rik",5.99944178321066,1.26264150866445,0.545835842124514,2.31322571956793,0.0207102321954397,0.174465523801957
"Tmem205",38.9887765693232,-1.17633326715636,0.508563815394667,-2.31304947687534,0.0207199190315245,0.174465523801957
"Penk",16.1345424225573,-1.72129924770525,0.744218053551761,-2.31289638767885,0.0207283364862553,0.174465523801957
"Rps13-ps1",181.386281699322,1.46782072060198,0.634834599724459,2.31213094125472,0.0207704685160389,0.174717725496077
"Nudt17",6.53946926362851,-1.51867812664715,0.657016041713626,-2.31147800088129,0.0208064669192299,0.174918067033503
"Ercc5",14.4160955169199,0.828281066657884,0.358563039972739,2.31000123917082,0.0208880855196196,0.175472329110137
"D030025P21Rik",1.17513379615571,-3.79217613076565,1.64168581146314,-2.30992806558151,0.0208921369696728,NA
"Fam83f",5.13506326477156,-3.81622849826117,1.65215912047334,-2.30984319305022,0.0208968370205679,0.175472329110137
"Ccl21a",2.744845529875,-3.46595143364442,1.50092601564696,-2.30920871349574,0.0209320022825291,0.175664886484416
"Nsd1",18.4107834962621,0.763604238757384,0.330799806895123,2.30835757107766,0.0209792568089865,0.175919074574537
"Fbxo44",18.798987514212,1.6444866445421,0.712447359052739,2.30822196706377,0.0209867939791198,0.175919074574537
"Pdp1",17.4927655970795,1.23347849984265,0.534664081090796,2.30701583193351,0.0210539375272018,0.176147304767557
"Loxl2",51.9027668790219,-1.85065013803768,0.802235271702676,-2.30686707916722,0.0210622312990451,0.176147304767557
"Enkd1",24.4127367515643,0.818575984733907,0.35485700205635,2.30677703973816,0.0210672528674537,0.176147304767557
"Urah",75.5930564011787,-1.69009636737773,0.732722641000324,-2.30659771215803,0.0210772572126469,0.176147304767557
"Rtn4",247.013669737189,-0.734841675285034,0.318598733112668,-2.30648021762587,0.0210838142537458,0.176147304767557
"Xpot",22.3812278410668,0.617264925664197,0.267648126720395,2.30625535559619,0.0210963681300357,0.176147304767557
"Entpd6",18.2301612412402,-0.925406661978144,0.401270391193712,-2.30619223916625,0.0210998930427048,0.176147304767557
"Gm10238",1.93450173432053,-4.5053440093279,1.95392585764915,-2.30579066840769,0.0211223318995645,0.17623216952112
"Ccni",114.276569738348,0.567032946426293,0.245993468740635,2.30507317665473,0.0211624754591473,0.176464567431995
"Myo7a",17.9121959381308,-1.46233982568059,0.634529143505558,-2.30460624330296,0.0211886359992885,0.176580165010902
"Cpxm1",65.0861528477202,-1.69821556554811,0.737288172921227,-2.30332674240463,0.0212604660914284,0.176978855544783
"Tpm1",302.030271130258,-0.984692517136725,0.427635088771313,-2.30264667935917,0.0212987305060767,0.176978855544783
"D230025D16Rik",18.6063780665362,0.64566696491027,0.280444788563962,2.30229617821195,0.0213184752101801,0.176978855544783
"Jazf1",4.08803085670557,1.88406113471933,0.81834834831705,2.30227278956931,0.0213197933246357,0.176978855544783
"Dlx5",3.3428125887436,-2.50586705101865,1.08856312025636,-2.30199517546444,0.0213354442534096,0.176978855544783
"Dnase1l2",6.37260098975937,-1.61828500021064,0.703082560885013,-2.30169981484622,0.0213521066547083,0.176978855544783
"Zfp207",136.449879478832,0.38795464905026,0.168552548480852,2.30168367400468,0.0213530175466586,0.176978855544783
"Pgd",102.158660496927,-0.754289231785143,0.32774637474813,-2.30144187670972,0.0213666671819732,0.176978855544783
"G3bp1",55.2427200434896,-0.592523542497203,0.25745951605488,-2.30142412903045,0.0213676693507978,0.176978855544783
"Adm",64.6897641379667,-1.69030685762496,0.734464157707543,-2.30141503827887,0.0213681826995607,0.176978855544783
